"css-175oi2r href","css-9pa8cd src","css-175oi2r href 2","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1 href","css-146c3p1","css-1jxf684 4","css-1jxf684 href","css-1jxf684 5","css-1jxf684 6","css-175oi2r href 4","css-1jxf684 7"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940836184286285996","Jul 3","Hello. Our technical team is working on it. Kindly bear with us. Thank you","","28","1","https://x.com/reg_rwanda/status/1940836184286285996/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940835674695127109","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","https://x.com/nkotanyi_5","1.2K","3","https://x.com/reg_rwanda/status/1940835674695127109/analytics","1"
"https://x.com/ShemaBryan2015","https://pbs.twimg.com/profile_images/1788086160960458752/2Jy26zum_bigger.jpg","https://x.com/ShemaBryan2015","Shema Bryan Nolan","@ShemaBryan2015","·","https://x.com/ShemaBryan2015/status/1940835239385092240","Jul 3","@RubavuDistrict","https://x.com/RubavuDistrict","umuriro wagiye kare","1","https://x.com/ShemaBryan2015/status/1940835239385092240/analytics","153"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940835359736443256","Jul 3","","","161","","https://x.com/reg_rwanda/status/1940835359736443256/analytics",""
"https://x.com/olinshuti21","https://pbs.twimg.com/profile_images/1655497331377143813/oDyCyTg3_bigger.jpg","https://x.com/olinshuti21","Olivier Da Silva","@olinshuti21","·","https://x.com/olinshuti21/status/1940834998409732120","Jul 3","","","Gisagara-Mugombwa natwe muturwaneho","1","https://x.com/olinshuti21/status/1940834998409732120/analytics","79"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940835152822964377","Jul 3","","","98","","https://x.com/reg_rwanda/status/1940835152822964377/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940835674695127109","Jul 3","@nkotanyi_5","https://x.com/nkotanyi_5","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","",""
"https://x.com/MuratirwaV2272","https://pbs.twimg.com/profile_images/1858834815396528128/3ZpxvbWN_bigger.png","https://x.com/MuratirwaV2272","God's plan","@MuratirwaV2272","·","https://x.com/MuratirwaV2272/status/1940834784680489323","Jul 3","","","Na Ngoma i Sake nta muriro uhari","1","https://x.com/MuratirwaV2272/status/1940834784680489323/analytics","134"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940834854222156159","Jul 3","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","127","","https://x.com/reg_rwanda/status/1940834854222156159/analytics",""
"https://x.com/nalthem","https://pbs.twimg.com/profile_images/1067144866625392645/qe5Q3-i6_bigger.jpg","https://x.com/nalthem","Info Initiative","@nalthem","·","https://x.com/nalthem/status/1940834155149103175","Jul 3","@reg_rwanda","https://x.com/reg_rwanda","","1","https://x.com/nalthem/status/1940834155149103175/analytics","20"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940834373961765214","Jul 3","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","26","","https://x.com/reg_rwanda/status/1940834373961765214/analytics",""
"https://x.com/FlorenceUwinema","https://pbs.twimg.com/profile_images/1601276613018132480/JrSXk3Cl_bigger.jpg","https://x.com/FlorenceUwinema","Beijing","@FlorenceUwinema","·","https://x.com/FlorenceUwinema/status/1940833994679242966","Jul 3","","","Hello, power is off Nyamirama. Kindly assist","1","https://x.com/FlorenceUwinema/status/1940833994679242966/analytics","146"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940834087335612498","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","126","","https://x.com/reg_rwanda/status/1940834087335612498/analytics",""
"https://x.com/theoneste_simba","https://pbs.twimg.com/profile_images/1495999931445911553/bKdsPETN_bigger.jpg","https://x.com/theoneste_simba","Jesus first","@theoneste_simba","·","https://x.com/theoneste_simba/status/1940833820753956903","Jul 3","","","Musanze Gashangiro, Nyarubande natwe isaha n'igice irashize pe","1","https://x.com/theoneste_simba/status/1940833820753956903/analytics","109"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940834052057243850","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","103","1","https://x.com/reg_rwanda/status/1940834052057243850/analytics",""
"https://x.com/Hafashi51921965","https://pbs.twimg.com/profile_images/1584546021933301761/1YZDWY3F_bigger.png","https://x.com/Hafashi51921965","DMC official","@Hafashi51921965","·","https://x.com/Hafashi51921965/status/1940833357086208112","Jul 3","","","Huye mbazi, Rugango naho wabuze . Murakoze mukomeze mudufashe.","1","https://x.com/Hafashi51921965/status/1940833357086208112/analytics","208"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940834854222156159","Jul 3","","","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940833427408015740","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","208","","https://x.com/reg_rwanda/status/1940833427408015740/analytics",""
"https://x.com/pdg_kaberuka","https://pbs.twimg.com/profile_images/1916966606757822464/UxT3Taki_bigger.jpg","https://x.com/pdg_kaberuka","𝐏𝐃𝐆","@pdg_kaberuka","·","https://x.com/pdg_kaberuka/status/1940818852671295819","Jul 3","@reg_rwanda","https://x.com/reg_rwanda","Ese namwe umuriro wajyiye nkatwe?","2","https://x.com/pdg_kaberuka/status/1940818852671295819/analytics","187"
"https://x.com/dudeetalks","https://pbs.twimg.com/profile_images/1906110081831141376/5UuLUzTm_bigger.jpg","https://x.com/dudeetalks","Dudee","@dudeetalks","·","https://x.com/dudeetalks/status/1940833205810352561","Jul 3","","","Wagarutse","1","https://x.com/dudeetalks/status/1940833205810352561/analytics","45"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940833338362896507","Jul 3","Murakoze.","","23","","https://x.com/reg_rwanda/status/1940833338362896507/analytics",""
"https://x.com/JeanClaude11196","https://pbs.twimg.com/profile_images/1804206662401802240/956wrjJI_bigger.png","https://x.com/JeanClaude11196","Jean Claude Bucyensenge","@JeanClaude11196","·","https://x.com/JeanClaude11196/status/1940832388705394978","Jul 3","","","Rutsiro/Nyabirasi isaha irashize ntamuriro.","1","https://x.com/JeanClaude11196/status/1940832388705394978/analytics","265"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940833096456458576","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","252","","https://x.com/reg_rwanda/status/1940833096456458576/analytics",""
"https://x.com/tupros02","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","https://x.com/tupros02","Prosperine Tumukunde","@tupros02","·","https://x.com/tupros02/status/1940833005247123664","Jul 3","","","Mwiriwe neza@Reg mudufashe natwe Bugesera mayange turi mu mwijima pe, twabuze umuriro Murakoze","1","https://x.com/tupros02/status/1940833005247123664/analytics","269"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940833065011753421","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","248","","https://x.com/reg_rwanda/status/1940833065011753421/analytics",""
"https://x.com/bbmagnus2011","https://pbs.twimg.com/profile_images/1941043057144565760/XzryzUc1_bigger.jpg","https://x.com/bbmagnus2011","B. Bernardin Magnus","@bbmagnus2011","·","https://x.com/bbmagnus2011/status/1940832732214710530","Jul 3","@reg_rwanda","https://x.com/reg_rwanda","muraho neza? Nonese Kimironko mwaduhoye iki kuburyo tumara amasaha hafi abiri nta muriro? Nyabune mudutabare dore","1","https://x.com/bbmagnus2011/status/1940832732214710530/analytics","31"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940832941564895727","Jul 3","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","23","","https://x.com/reg_rwanda/status/1940832941564895727/analytics",""
"https://x.com/aimabletwizere","https://pbs.twimg.com/profile_images/1339289098989821953/1gVlReCI_bigger.jpg","https://x.com/aimabletwizere","Aimable TWIZERIMANA","@aimabletwizere","·","https://x.com/aimabletwizere/status/1940832031233224705","Jul 3","","","Yego rwose mukomeze mudufashe. Turabategereje i Musanze","1","https://x.com/aimabletwizere/status/1940832031233224705/analytics","218"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940832433936769292","Jul 3","Turimo gukora ibishoboka byose ngo ugaruke vuba.  Mutwihanganire. Murakoze.","","198","1","https://x.com/reg_rwanda/status/1940832433936769292/analytics",""
"https://x.com/Mureda8","https://pbs.twimg.com/profile_images/1821965938180120577/7M6W_xMh_bigger.jpg","https://x.com/Mureda8","Muhwituzi","@Mureda8","·","https://x.com/Mureda8/status/1940831906133954979","Jul 3","@reg_rwanda","https://x.com/reg_rwanda","ase reg mwe, nyagatare twacumuye iki ngo muduheze muri iri curaburindi?","1","https://x.com/Mureda8/status/1940831906133954979/analytics","22"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940832124325843314","Jul 3","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","20","1","https://x.com/reg_rwanda/status/1940832124325843314/analytics",""
"https://x.com/NValeur","https://pbs.twimg.com/profile_images/1836142795171430400/kqweGqZ4_bigger.jpg","https://x.com/NValeur","NYANGEZI","@NValeur","·","https://x.com/NValeur/status/1940831839918477781","Jul 3","","","Ese ko bimaze kuba inshyuro nyinshi? Inshuro ebyiri mu cyumweru umuriro ukabura isaha irenga byaherukaga kubwa Recorwasco","1","https://x.com/NValeur/status/1940831839918477781/analytics","270"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940831919526367330","Jul 3","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","244","","https://x.com/reg_rwanda/status/1940831919526367330/analytics",""
"https://x.com/Ndagano_43","https://pbs.twimg.com/profile_images/1918031047901511680/kJPGp8Dl_bigger.jpg","https://x.com/Ndagano_43","Ndagano","@Ndagano_43","·","https://x.com/Ndagano_43/status/1940831084704567570","Jul 3","","","Bugesera nta muriro pe! Byumwihariko Mayange","1","https://x.com/Ndagano_43/status/1940831084704567570/analytics","207"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940831360115216567","Jul 3","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","199","1","https://x.com/reg_rwanda/status/1940831360115216567/analytics","1"
"https://x.com/MEmmy2021","https://pbs.twimg.com/profile_images/1322634590494797825/F1E9QlbZ_bigger.jpg","https://x.com/MEmmy2021","Emmy","@MEmmy2021","·","https://x.com/MEmmy2021/status/1940830885953392964","Jul 3","","","Nyagatare Karama,  Bushara turi mu kizima","1","https://x.com/MEmmy2021/status/1940830885953392964/analytics","126"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940831210189754726","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","124","","https://x.com/reg_rwanda/status/1940831210189754726/analytics",""
"https://x.com/Ndagiji32780676","https://pbs.twimg.com/profile_images/1840306816456048640/hITpCyzm_bigger.jpg","https://x.com/Ndagiji32780676","Ndiyizi Guest","@Ndagiji32780676","·","https://x.com/Ndagiji32780676/status/1940830269009006748","Jul 3","","","bisigaye byarabacyanze kbs","1","https://x.com/Ndagiji32780676/status/1940830269009006748/analytics","134"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940830451754733915","Jul 3","Mutwihaganire,Murakoze.","","131","","https://x.com/reg_rwanda/status/1940830451754733915/analytics",""
"https://x.com/AntoineMUHIRE3","https://pbs.twimg.com/profile_images/1435529814178467843/BD6NI4AY_bigger.jpg","https://x.com/AntoineMUHIRE3","Rudomoro mukuru","@AntoineMUHIRE3","·","https://x.com/AntoineMUHIRE3/status/1940830182371414454","Jul 3","","","Mwiriwe neza REG Dukunda! 
Natwe muturwaneho unurironumaze isaha irenga 
Mukarere ka kirehe
Murakoze.","1","https://x.com/AntoineMUHIRE3/status/1940830182371414454/analytics","272"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940830284766941281","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","248","","https://x.com/reg_rwanda/status/1940830284766941281/analytics",""
"https://x.com/MinaniPacifiqu2","https://pbs.twimg.com/profile_images/1650036580730433537/bBa3ZsmM_bigger.jpg","https://x.com/MinaniPacifiqu2","Rasa ku ntego","@MinaniPacifiqu2","·","https://x.com/MinaniPacifiqu2/status/1940829585706496112","Jul 3","@reg_rwanda","https://x.com/reg_rwanda","Mwiriwe neza","1","https://x.com/MinaniPacifiqu2/status/1940829585706496112/analytics","587"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940830059151216875","Jul 3","Mwiriwe neza, mwaduha ifoto yayo tukabafasha. Murakoze.","","561","","https://x.com/reg_rwanda/status/1940830059151216875/analytics",""
"https://x.com/BonnyDukuziman2","https://pbs.twimg.com/profile_images/1623678004026015744/MuuzbC-V_bigger.jpg","https://x.com/BonnyDukuziman2","BoNny@11","@BonnyDukuziman2","·","https://x.com/BonnyDukuziman2/status/1940829635518054706","Jul 3","@reg_rwanda","https://x.com/reg_rwanda","Mwiriwe neza","1","https://x.com/BonnyDukuziman2/status/1940829635518054706/analytics","35"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940829817202704758","Jul 3","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","27","1","https://x.com/reg_rwanda/status/1940829817202704758/analytics",""
"https://x.com/nikuzecynthia1","https://pbs.twimg.com/profile_images/1624023829931515906/djTTLOuo_bigger.png","https://x.com/nikuzecynthia1","Cynthia Nikuze","@nikuzecynthia1","·","https://x.com/nikuzecynthia1/status/1940828288760664460","Jul 3","Kwa nayinzira hashize akanya natwe mutwibuke","","1","161","https://x.com/nikuzecynthia1/status/1940828288760664460/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940828460886397425","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","159","1","https://x.com/reg_rwanda/status/1940828460886397425/analytics",""
"https://x.com/DukomezimanaE","https://pbs.twimg.com/profile_images/1671662242767437829/2VSnefZe_bigger.jpg","https://x.com/DukomezimanaE","DUKOMEZIMANA Etienne","@DukomezimanaE","·","https://x.com/DukomezimanaE/status/1940828187174584824","Jul 3","","","Natwe i RUBAVU Nyakiliba & kanama (Mahoko center) n'utundi duce, uyu munsi le3/7/2025 twabuze umuriro ubu turi mu kizima kuva saa 18h30.","1","https://x.com/DukomezimanaE/status/1940828187174584824/analytics","26"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940828286554415476","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","25","","https://x.com/reg_rwanda/status/1940828286554415476/analytics",""
"https://x.com/misschriste23","https://pbs.twimg.com/profile_images/1781977435434614784/85mos86M_bigger.jpg","https://x.com/misschriste23","Giramata miss23","@misschriste23","·","https://x.com/misschriste23/status/1940827619584622715","Jul 3","","","Even here in Musanze Kinigi there is no power","1","https://x.com/misschriste23/status/1940827619584622715/analytics","129"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940828186427928612","Jul 3","Hello. Our technical team is working on it. Kindly bear with us. Thank you.","","118","1","https://x.com/reg_rwanda/status/1940828186427928612/analytics",""
"https://x.com/waterman_papa","https://pbs.twimg.com/profile_images/1800115561336016896/1DiQIlcX_bigger.jpg","https://x.com/waterman_papa","mwene Gihanga","@waterman_papa","·","https://x.com/waterman_papa/status/1940827917048860937","Jul 3","@reg_rwanda","https://x.com/reg_rwanda","Dear","1","https://x.com/waterman_papa/status/1940827917048860937/analytics","20"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940828100822290630","Jul 3","Hello. Our technical team is working on it. Kindly bear with us. Thank you.","","14","","https://x.com/reg_rwanda/status/1940828100822290630/analytics",""
"https://x.com/someone_choc","https://pbs.twimg.com/profile_images/1381609266956623875/kWRlNG7L_bigger.jpg","https://x.com/someone_choc","fløŕä","@someone_choc","·","https://x.com/someone_choc/status/1940827162644566067","Jul 3","","","Ruhanga natwe hashize isaha nta muriro.mudufashe","1","https://x.com/someone_choc/status/1940827162644566067/analytics","205"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940827661099749386","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","187","1","https://x.com/reg_rwanda/status/1940827661099749386/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940826782154084832","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","https://x.com/Ephremdanger22","233","","https://x.com/reg_rwanda/status/1940826782154084832/analytics",""
"https://x.com/Niyobuhungiro17","https://pbs.twimg.com/profile_images/1913308288994643969/8rUjRNrZ_bigger.jpg","https://x.com/Niyobuhungiro17","ELYSIANO COVER OF THE GREEN PRODUCTS","@Niyobuhungiro17","·","https://x.com/Niyobuhungiro17/status/1940826654538191303","Jul 3","","","Mumurenge wa Jenda Bigogwe na Kabatwa Umuriro ntawo mudufashe ugaruke Vuba murakoze turategereje.","1","https://x.com/Niyobuhungiro17/status/1940826654538191303/analytics","145"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940826746044973316","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","136","1","https://x.com/reg_rwanda/status/1940826746044973316/analytics",""
"https://x.com/EngMURWANASHYA1","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","https://x.com/EngMURWANASHYA1","M-Olivier","@EngMURWANASHYA1","·","https://x.com/EngMURWANASHYA1/status/1940825396758655058","Jul 3","","","Rubavu (Mahoko) umuriro wagiye 1 hour  irashize,Mudufashe ugaruke.","1","https://x.com/EngMURWANASHYA1/status/1940825396758655058/analytics","342"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940826290786799808","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","304","","https://x.com/reg_rwanda/status/1940826290786799808/analytics",""
"https://x.com/Nzirabatin25676","https://pbs.twimg.com/profile_images/1775604752937533440/n9GEWkIv_bigger.png","https://x.com/Nzirabatin25676","N.T","@Nzirabatin25676","·","https://x.com/Nzirabatin25676/status/1940825846161592607","Jul 3","","","Ntamakuru yumuriro ko Kimironko utaragaruka","1","https://x.com/Nzirabatin25676/status/1940825846161592607/analytics","367"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940826224907243551","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","339","2","https://x.com/reg_rwanda/status/1940826224907243551/analytics",""
"https://x.com/Ol1vier__","https://pbs.twimg.com/profile_images/1936768509368799232/zBJ1fA7Q_bigger.jpg","https://x.com/Ol1vier__","Olivier","@Ol1vier__","·","https://x.com/Ol1vier__/status/1940825928457990452","Jul 3","@reg_rwanda","https://x.com/reg_rwanda","Cyaaze aha","2","https://x.com/Ol1vier__/status/1940825928457990452/analytics","311"
"https://x.com/nikuzecynthia1","https://pbs.twimg.com/profile_images/1624023829931515906/djTTLOuo_bigger.png","https://x.com/nikuzecynthia1","Cynthia Nikuze","@nikuzecynthia1","·","https://x.com/nikuzecynthia1/status/1940828288760664460","Jul 3","","","Kwa nayinzira hashize akanya natwe mutwibuke","1","https://x.com/nikuzecynthia1/status/1940828288760664460/analytics","161"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940826162261074199","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","32","1","https://x.com/reg_rwanda/status/1940826162261074199/analytics",""
"https://x.com/CNtegereji20075","https://pbs.twimg.com/profile_images/1772629980972761088/ZqG8D1Rf_bigger.png","https://x.com/CNtegereji20075","Canisius NTEGEREJIMANA","@CNtegereji20075","·","https://x.com/CNtegereji20075/status/1940825951061135498","Jul 3","","","Mwiriwe habaye iki ko umuriro twawutegereje igihe kirekire kimironko market? Turimo guhomba mudugashe","1","https://x.com/CNtegereji20075/status/1940825951061135498/analytics","22"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940826108729192671","Jul 3","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","22","","https://x.com/reg_rwanda/status/1940826108729192671/analytics",""
"https://x.com/Danynsh","https://pbs.twimg.com/profile_images/1883852801190903808/TKjVyixo_bigger.jpg","https://x.com/Danynsh","DANY NSHIMIYIMANA","@Danynsh","·","https://x.com/Danynsh/status/1940825309663973487","Jul 3","","","Murakoze cyane","1","https://x.com/Danynsh/status/1940825309663973487/analytics","29"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1940825440589078706","Jul 3","Murakoze.","","25","1","https://x.com/reg_rwanda/status/1940825440589078706/analytics",""
"https://x.com/PaccyUwera","https://pbs.twimg.com/profile_images/1662238792781115393/wfc4fU0g_bigger.jpg","https://x.com/PaccyUwera","Uwera Paccy","@PaccyUwera","·","https://x.com/PaccyUwera/status/1940815485970575593","Jul 3","@reg_rwanda","https://x.com/reg_rwanda","mwaduhaye umuriro koko,ese burigihe tubimenyere ko aya masaha guhera saa kumi nebyiri nta muriro tuzongera kujya tubona ko bimaze kuba iminsi myinshi","1","https://x.com/PaccyUwera/status/1940815485970575593/analytics","37"
"https://x.com/i/status/1940815485970575593","","","Show more replies","","","","","","","","","",""
"https://x.com/PaccyUwera","https://pbs.twimg.com/profile_images/1662238792781115393/wfc4fU0g_bigger.jpg","https://x.com/PaccyUwera","Uwera Paccy","@PaccyUwera","·","https://x.com/PaccyUwera/status/1940824610624491937","Jul 3","","","Barantabaye ndabona uje","2","https://x.com/PaccyUwera/status/1940824610624491937/analytics","32"
